PolicyID,Period,EarnedExposure,Territory,AgeBand,VehicleClass,Violations,CreditTier,AnnualMileage,GaragingDensity,ViolationsNum,PriorLapses
201409,2023Q3,1.372,T1,<25,SUV,Major,C,10947,2.887,3,0
201410,2023Q2,1.467,T4,65+,Midsize,Major,A,6567,0.988,3,0
201411,2023Q2,0.536,T5,65+,Pickup,Minor,D,12973,0.951,1,1
201412,2023Q1,0.502,T2,25-39,Midsize,Minor,A,9807,4.88,1,0
201413,2024Q1,0.75,T1,25-39,Pickup,None,C,9017,1.467,0,0
201414,2023Q2,0.605,T5,25-39,SUV,None,B,14952,3.634,0,0
201415,2023Q1,1.311,T1,<25,Pickup,Minor,B,15839,4.097,1,0
201416,2024Q1,1.306,T1,40-64,Pickup,None,B,17348,4.939,0,0
201417,2023Q2,0.622,T3,65+,Compact,Major,D,11136,0.727,3,0
201418,2023Q4,1.012,T3,<25,Compact,Major,C,9563,3.416,3,0
201419,2024Q1,1.416,T1,<25,Compact,Minor,D,7731,0.679,1,0
201420,2024Q1,0.643,T1,40-64,Pickup,Major,D,6767,1.266,3,0
201421,2023Q3,1.145,T5,25-39,SUV,None,D,14941,0.321,0,1
201422,2024Q1,1.246,T2,<25,Midsize,Major,A,12247,1.428,3,0
201423,2023Q4,1.411,T4,<25,SUV,Major,B,11422,1.139,3,1
201424,2023Q1,1.093,T1,25-39,Midsize,None,C,11140,3.705,0,0
201425,2023Q3,1.001,T1,<25,Pickup,None,D,8882,3.672,0,0
201426,2023Q1,0.964,T4,<25,Midsize,Minor,B,12918,4.099,1,0
201427,2023Q2,0.821,T3,25-39,Midsize,None,C,12248,4.257,0,0
201428,2024Q1,0.961,T1,40-64,SUV,Minor,C,10849,1.752,1,0
201429,2023Q1,0.681,T3,40-64,Midsize,Major,B,9428,4.056,3,0
201430,2023Q3,1.177,T1,<25,SUV,None,D,4895,2.636,0,0
201431,2023Q1,0.714,T3,25-39,Compact,None,D,15269,1.05,0,0
201432,2023Q1,0.55,T2,65+,Midsize,None,B,6015,4.487,0,0
201433,2023Q1,0.97,T4,65+,SUV,None,B,8415,1.253,0,0
201434,2023Q2,1.3,T2,65+,Midsize,Minor,A,6921,1.9,1,0
201435,2023Q3,0.73,T2,40-64,Midsize,None,B,7786,3.93,0,0
201436,2023Q2,1.311,T1,25-39,Midsize,None,B,18209,3.98,0,0
201437,2023Q3,1.221,T3,40-64,Midsize,None,D,9489,4.849,0,0
201438,2024Q1,1.128,T2,65+,Midsize,Major,D,9910,0.365,3,1
201439,2023Q4,1.089,T4,65+,Compact,None,C,10932,2.671,0,0
201440,2023Q2,0.772,T1,<25,Midsize,Minor,B,14627,1.872,1,0
201441,2023Q2,0.982,T4,25-39,Midsize,None,D,13284,2.083,0,0
201442,2023Q4,0.748,T5,<25,Pickup,Minor,D,9738,2.29,1,0
201443,2023Q4,0.645,T1,25-39,SUV,None,B,13050,1.202,0,0
201444,2023Q3,1.084,T5,25-39,Pickup,Minor,C,7838,3.26,1,0
201445,2023Q3,1.271,T5,40-64,Compact,Minor,C,11632,3.717,1,0
201446,2023Q1,0.94,T2,40-64,SUV,None,D,15560,0.612,0,0
201447,2023Q1,1.237,T4,<25,Midsize,None,A,9683,1.42,0,1
201448,2024Q1,1.205,T3,25-39,Midsize,Minor,D,10775,1.758,1,0
201449,2023Q4,0.952,T4,<25,Compact,None,A,11427,2.64,0,0
201450,2023Q4,1.246,T3,40-64,Midsize,None,B,7424,3.553,0,0
201451,2024Q1,0.817,T4,40-64,Compact,Minor,D,7146,3.002,1,0
201452,2023Q3,1.304,T3,25-39,Pickup,Minor,A,5948,4.598,1,0
201453,2023Q1,0.835,T2,65+,Midsize,None,B,5219,2.44,0,0
201454,2023Q1,1.183,T5,65+,SUV,Major,C,12089,0.338,3,0
201455,2023Q3,1.177,T4,25-39,Pickup,None,D,15003,0.385,0,0
201456,2023Q4,0.916,T2,65+,Midsize,None,C,8016,2.162,0,0
201457,2023Q1,1.211,T5,<25,SUV,Minor,A,12817,4.354,1,0
201458,2023Q4,1.39,T1,65+,Pickup,None,D,14318,4.553,0,0
201459,2024Q1,0.568,T5,25-39,Compact,Major,D,9823,4.311,3,0
201460,2023Q1,0.795,T1,40-64,Midsize,None,B,6337,3.928,0,0
201461,2024Q1,0.619,T3,25-39,Midsize,None,A,8250,0.953,0,0
201462,2023Q4,0.679,T1,25-39,SUV,None,C,11880,3.309,0,0
201463,2023Q4,0.691,T4,25-39,Pickup,None,B,6697,4.289,0,0
201464,2024Q1,1.464,T2,<25,Pickup,None,C,13101,3.976,0,0
201465,2023Q4,1.2,T5,<25,Compact,None,D,9799,4.027,0,0
201466,2023Q2,1.08,T4,65+,Compact,None,C,6463,3.877,0,1
201467,2023Q1,1.087,T3,<25,Pickup,None,D,8276,0.78,0,0
201468,2023Q4,0.593,T3,65+,Compact,None,C,10564,3.045,0,1
201469,2023Q3,0.866,T1,<25,Pickup,None,C,12393,3.357,0,0
201470,2023Q3,1.394,T4,40-64,Pickup,None,B,10383,2.361,0,0
201471,2024Q1,0.51,T4,25-39,SUV,None,C,14276,1.338,0,0
201472,2023Q3,0.519,T1,25-39,Compact,None,D,8236,1.683,0,0
201473,2023Q4,0.774,T4,40-64,SUV,None,B,11404,2.008,0,0
201474,2023Q4,1.135,T3,65+,Midsize,None,D,14384,3.71,0,0
201475,2024Q1,1.367,T4,65+,Compact,None,D,12873,2.004,0,1
201476,2023Q1,0.534,T2,25-39,Compact,None,C,13936,2.782,0,0
201477,2023Q1,1.019,T2,25-39,Midsize,None,D,11001,4.436,0,0
201478,2023Q1,1.128,T5,40-64,SUV,Minor,A,15695,0.899,1,0
201479,2023Q4,0.561,T3,65+,SUV,None,A,10762,0.856,0,0
201480,2023Q3,0.973,T1,25-39,Midsize,None,B,15376,2.918,0,0
201481,2024Q1,1.403,T4,25-39,Pickup,None,A,13981,1.843,0,0
201482,2023Q2,0.856,T3,65+,SUV,None,D,11893,3.406,0,0
201483,2023Q4,0.962,T1,65+,SUV,None,D,9984,2.045,0,0
201484,2023Q4,1.069,T2,40-64,Midsize,None,B,12383,2.716,0,0
201485,2024Q1,0.637,T3,40-64,SUV,None,C,10683,0.791,0,1
201486,2023Q3,0.968,T5,25-39,SUV,Minor,B,11039,3.435,1,0
201487,2023Q2,1.026,T5,40-64,Compact,Minor,D,14692,4.646,1,0
201488,2023Q3,0.655,T1,65+,Midsize,None,B,9796,2.239,0,0
201489,2023Q2,1.253,T3,40-64,SUV,None,A,13984,0.8,0,0
201490,2023Q3,0.62,T5,65+,Pickup,None,B,10365,2.9,0,0
201491,2023Q1,0.738,T5,40-64,Pickup,Minor,D,12807,4.952,1,0
201492,2023Q1,1.145,T5,<25,SUV,None,C,7765,1.975,0,0
201493,2023Q2,0.789,T3,<25,SUV,None,A,7879,0.431,0,0
201494,2023Q4,0.594,T5,40-64,SUV,None,D,8770,1.202,0,0
201495,2023Q1,0.982,T5,65+,Midsize,Minor,A,14052,1.21,1,0
201496,2024Q1,0.849,T3,25-39,Pickup,Minor,C,13519,3.66,1,0
201497,2024Q1,0.944,T4,40-64,Pickup,None,B,14075,4.426,0,0
201498,2023Q3,0.676,T4,<25,SUV,None,A,12513,2.833,0,0
201499,2023Q1,1.471,T1,65+,Compact,None,B,13644,4.688,0,0
201500,2023Q4,0.642,T2,<25,SUV,Major,A,10488,4.779,3,0
201501,2023Q3,0.793,T4,25-39,Compact,Major,C,11013,0.632,3,0
201502,2024Q1,0.995,T5,65+,SUV,None,B,12269,0.625,0,0
201503,2023Q3,1.416,T5,<25,SUV,None,A,11836,4.242,0,1
201504,2023Q2,0.589,T3,<25,SUV,None,D,5844,2.441,0,1
201505,2023Q3,1.118,T5,<25,SUV,None,A,11549,1.845,0,1
201506,2023Q3,0.668,T4,25-39,SUV,None,D,14702,1.842,0,1
201507,2023Q4,1.151,T3,40-64,Pickup,Minor,B,13017,2.361,1,0
201508,2023Q1,1.071,T3,40-64,Pickup,None,D,14022,2.559,0,1
201509,2024Q1,1.307,T1,40-64,Compact,None,B,11899,2.671,0,0
201510,2023Q3,0.543,T4,25-39,Midsize,None,C,11966,2.249,0,0
201511,2023Q1,0.616,T1,65+,Midsize,None,A,12455,3.722,0,0
201512,2024Q1,1.205,T2,40-64,Pickup,Minor,C,13467,4.318,1,0
201513,2023Q4,0.716,T1,65+,Pickup,None,A,11757,3.142,0,1
201514,2023Q3,0.501,T1,40-64,SUV,None,C,10811,3.694,0,0
201515,2023Q1,1.38,T2,<25,Midsize,None,B,14816,0.307,0,0
201516,2023Q3,1.469,T2,40-64,Midsize,Major,A,13335,4.119,3,0
201517,2023Q2,0.781,T4,65+,Pickup,None,B,16855,4.586,0,0
201518,2023Q1,0.842,T3,<25,SUV,None,B,10030,3.74,0,0
201519,2023Q3,0.807,T3,25-39,Midsize,None,C,11014,1.076,0,0
201520,2023Q2,1.146,T2,<25,Midsize,None,B,10360,2.908,0,0
201521,2023Q3,0.93,T2,<25,SUV,None,B,8117,0.427,0,0
201522,2023Q3,0.577,T3,65+,Compact,None,A,4882,2.611,0,0
201523,2023Q3,1.131,T2,40-64,Pickup,None,D,6719,3.648,0,0
201524,2024Q1,1.274,T5,65+,Midsize,None,D,11305,3.08,0,1
201525,2023Q3,1.44,T1,65+,Compact,None,C,14361,3.898,0,0
201526,2024Q1,0.905,T5,40-64,Pickup,None,C,13745,1.659,0,1
201527,2023Q3,0.585,T4,25-39,Midsize,Major,A,7719,0.558,3,0
201528,2024Q1,0.678,T4,40-64,Midsize,None,B,9446,4.759,0,0
201529,2023Q3,0.967,T4,40-64,Compact,None,C,6690,1.303,0,0
201530,2023Q2,1.19,T5,65+,Midsize,Major,C,14331,3.108,3,0
201531,2023Q4,1.155,T2,<25,Compact,None,C,8104,3.104,0,1
201532,2023Q4,1.289,T1,<25,Midsize,Minor,A,11762,2.668,1,0
201533,2023Q1,1.039,T2,40-64,Pickup,Major,B,9110,1.546,3,0
201534,2023Q3,1.335,T5,25-39,Midsize,None,D,8712,4.929,0,0
201535,2023Q1,0.718,T2,25-39,Pickup,None,D,11678,2.391,0,0
201536,2023Q2,0.814,T4,<25,Compact,Minor,D,10511,4.425,1,1
201537,2024Q1,0.623,T3,40-64,SUV,None,C,9480,2.015,0,0
201538,2023Q3,0.928,T3,25-39,Midsize,Minor,C,11631,4.542,1,0
201539,2023Q2,1.065,T4,<25,SUV,Minor,D,19943,2.749,1,1
201540,2023Q1,0.96,T3,<25,Midsize,Minor,D,12565,4.245,1,0
201541,2023Q3,0.824,T5,25-39,Pickup,Major,B,15117,3.171,3,0
201542,2023Q4,0.663,T5,40-64,Midsize,None,B,12820,1.745,0,0
201543,2023Q2,1.22,T4,65+,Pickup,None,B,15941,1.026,0,2
201544,2023Q3,1.016,T4,65+,Pickup,Minor,A,13591,3.878,1,0
201545,2023Q2,1.249,T4,<25,Pickup,None,D,12438,4.84,0,0
201546,2023Q3,1.119,T2,65+,Pickup,None,B,8703,4.938,0,1
201547,2023Q1,1.091,T3,65+,Pickup,Minor,C,8340,3.791,1,0
201548,2023Q3,1.488,T1,65+,Midsize,Minor,C,8443,1.591,1,1
201549,2023Q4,1.334,T4,<25,Midsize,Minor,A,12659,0.681,1,0
201550,2023Q2,1.058,T2,<25,Compact,None,A,7441,1.228,0,1
201551,2023Q1,0.793,T1,25-39,Midsize,Minor,D,12255,1.486,1,0
201552,2023Q2,0.687,T3,40-64,Midsize,None,D,9814,0.742,0,1
201553,2023Q2,1.456,T3,25-39,SUV,Minor,C,7132,3.094,1,1
201554,2023Q1,1.489,T2,25-39,SUV,None,A,7783,4.081,0,0
201555,2024Q1,1.435,T3,65+,Midsize,None,C,10907,0.366,0,0
201556,2023Q3,0.647,T4,40-64,Pickup,None,B,9926,4.699,0,0
201557,2023Q3,1.205,T1,40-64,Compact,None,C,9283,2.077,0,4
201558,2023Q4,1.137,T2,40-64,SUV,None,C,16811,4.845,0,0
201559,2023Q3,0.912,T2,25-39,Midsize,None,B,11777,0.887,0,0
201560,2023Q4,0.736,T4,<25,Pickup,Minor,B,7580,3.519,1,0
201561,2024Q1,1.331,T3,25-39,Pickup,None,A,11902,4.731,0,1
201562,2023Q3,1.272,T3,40-64,Pickup,None,B,4138,3.106,0,0
201563,2023Q3,1.161,T5,40-64,SUV,None,B,12098,3.85,0,1
201564,2023Q1,1.132,T3,25-39,Pickup,None,B,12108,1.85,0,0
201565,2023Q4,1.33,T4,65+,Midsize,None,C,12357,1.239,0,0
201566,2023Q4,0.877,T3,65+,Midsize,None,A,10332,2.125,0,0
201567,2023Q1,1.242,T2,65+,Compact,None,C,15544,1.89,0,1
201568,2023Q3,0.802,T2,65+,Compact,Major,C,11308,4.382,3,1
201569,2023Q2,1.439,T4,25-39,SUV,Major,B,13308,1.686,3,1
201570,2023Q3,0.827,T2,<25,Pickup,None,A,9817,4.571,0,0
201571,2023Q1,1.263,T5,65+,SUV,Minor,A,15421,0.603,1,0
201572,2023Q3,1.234,T5,<25,Compact,None,D,11315,3.462,0,0
201573,2023Q3,1.308,T4,25-39,Compact,None,B,9499,1.065,0,0
201574,2023Q1,1.354,T2,<25,Pickup,None,C,9932,1.996,0,0
201575,2024Q1,1.108,T2,25-39,Pickup,None,A,11362,3.536,0,0
201576,2024Q1,0.699,T3,40-64,Compact,None,B,17114,2.941,0,1
201577,2023Q1,0.743,T4,65+,SUV,None,C,12905,4.089,0,1
201578,2023Q4,0.662,T3,40-64,SUV,None,B,7746,0.482,0,0
201579,2023Q3,1.247,T2,40-64,SUV,Major,A,13897,3.975,3,0
201580,2023Q3,1.064,T5,65+,Pickup,None,B,8503,4.452,0,0
201581,2024Q1,0.972,T3,65+,SUV,None,D,15481,0.675,0,0
201582,2023Q4,1.39,T4,40-64,Pickup,None,D,10807,3.19,0,1
201583,2023Q4,0.578,T5,<25,Pickup,None,C,10529,2.797,0,1
201584,2024Q1,0.889,T4,<25,Midsize,None,A,8749,2.649,0,0
201585,2024Q1,0.643,T1,<25,Midsize,Minor,D,6989,0.512,1,0
201586,2023Q3,0.502,T1,<25,SUV,Minor,D,10829,3.545,1,0
201587,2023Q2,0.87,T5,25-39,Pickup,None,C,4575,2.876,0,0
201588,2023Q1,1.003,T5,65+,SUV,None,D,8878,3.339,0,0
201589,2023Q3,0.559,T2,25-39,Midsize,None,C,9668,2.551,0,0
201590,2023Q3,0.916,T5,40-64,SUV,None,A,13765,2.259,0,0
201591,2023Q3,0.721,T5,65+,SUV,None,A,10951,1.364,0,2
201592,2023Q2,0.969,T5,25-39,SUV,None,D,9786,0.563,0,0
201593,2023Q1,1.264,T4,65+,SUV,None,A,8008,3.2,0,1
201594,2023Q3,0.927,T3,65+,Midsize,Minor,D,4151,4.37,1,1
201595,2023Q3,0.643,T2,65+,Pickup,None,C,8271,1.654,0,1
201596,2024Q1,1.061,T5,65+,Midsize,None,C,15381,2.06,0,1
201597,2024Q1,0.634,T4,25-39,Pickup,None,D,10370,4.253,0,1
201598,2023Q3,1.351,T1,40-64,Midsize,None,C,18228,0.802,0,1
201599,2023Q3,1.13,T1,<25,Compact,None,A,12088,4.681,0,0
201600,2023Q4,0.546,T3,<25,Compact,None,D,10410,2.126,0,0
201601,2024Q1,1.024,T1,25-39,Pickup,None,D,16574,4.432,0,1
201602,2023Q4,0.977,T3,40-64,SUV,None,C,9173,0.854,0,1
201603,2023Q1,1.34,T5,40-64,Midsize,None,D,10657,3.726,0,0
201604,2023Q2,1.344,T1,25-39,SUV,None,A,16259,3.181,0,0
201605,2023Q4,1.232,T2,65+,Pickup,None,A,8631,4.254,0,0
201606,2023Q1,1.322,T5,<25,SUV,None,A,8000,2.598,0,0
201607,2023Q4,1.11,T5,40-64,Pickup,None,A,7327,4.088,0,1
201608,2023Q1,1.093,T1,<25,SUV,None,A,8568,2.964,0,1
201609,2023Q4,0.848,T2,25-39,Pickup,Minor,A,7463,0.721,1,0
201610,2023Q2,0.936,T2,25-39,SUV,None,C,10779,0.936,0,0
201611,2023Q1,1.057,T5,25-39,Midsize,None,C,12835,4.73,0,0
201612,2023Q3,0.956,T1,25-39,SUV,Minor,D,12212,0.486,1,0
201613,2023Q4,1.173,T3,40-64,Midsize,None,D,11059,1.599,0,0
201614,2023Q3,0.876,T5,40-64,Midsize,Minor,B,11431,1.712,1,1
201615,2023Q1,1.191,T1,<25,Midsize,Minor,A,6545,0.418,1,1
201616,2024Q1,0.843,T1,25-39,SUV,None,A,12588,1.963,0,1
201617,2023Q1,1.058,T4,40-64,SUV,None,D,12218,0.819,0,0
201618,2024Q1,1.321,T3,25-39,Pickup,None,A,10491,1.07,0,0
201619,2023Q2,1.284,T4,40-64,Pickup,None,B,12196,4.848,0,0
201620,2023Q2,0.843,T2,25-39,Midsize,None,D,7499,4.051,0,1
201621,2023Q3,1.237,T3,<25,SUV,Minor,B,10689,4.203,1,0
201622,2023Q4,0.916,T4,<25,Pickup,None,C,11128,3.163,0,0
201623,2023Q3,0.567,T3,25-39,SUV,None,C,10537,2.212,0,0
201624,2023Q3,0.538,T2,65+,Compact,None,C,5752,0.34,0,0
201625,2023Q1,1.376,T3,40-64,Pickup,None,B,10565,0.964,0,0
201626,2024Q1,0.617,T1,40-64,Midsize,Minor,A,10475,3.008,1,0
201627,2023Q1,1.261,T4,65+,Pickup,Minor,D,12144,0.927,1,1
201628,2023Q3,0.89,T4,25-39,Pickup,None,C,8741,2.385,0,0
201629,2023Q2,0.717,T3,25-39,SUV,None,A,10431,4.204,0,0
201630,2023Q1,0.736,T1,65+,Compact,None,A,8681,2.512,0,0
201631,2023Q1,1.012,T5,25-39,Compact,None,D,5258,2.455,0,0
201632,2023Q4,1.441,T4,65+,Pickup,None,D,14899,3.418,0,0
201633,2024Q1,1.063,T4,<25,Pickup,None,A,13770,1.836,0,0
201634,2023Q4,1.014,T1,<25,SUV,None,B,12227,0.648,0,0
201635,2023Q4,0.861,T3,40-64,Compact,None,B,11583,1.895,0,0
201636,2023Q1,0.633,T3,40-64,Pickup,None,C,13334,3.241,0,0
201637,2023Q4,0.626,T4,40-64,Midsize,None,D,8963,4.22,0,1
201638,2023Q1,1.049,T1,25-39,SUV,None,A,11764,0.877,0,0
201639,2023Q3,0.901,T1,25-39,Midsize,None,A,7552,4.196,0,0
201640,2023Q4,0.822,T3,40-64,Compact,None,A,9678,1.146,0,0
201641,2023Q2,0.734,T4,25-39,Midsize,None,B,14247,1.643,0,0
201642,2023Q4,1.278,T4,65+,Compact,None,D,14948,3.126,0,1
201643,2023Q1,1.489,T1,65+,Pickup,Minor,B,8069,0.937,1,0
201644,2023Q1,0.778,T3,25-39,SUV,Minor,D,11052,2.915,1,0
201645,2023Q1,1.238,T1,25-39,SUV,None,A,12924,1.237,0,0
201646,2023Q1,0.657,T2,25-39,SUV,None,B,10329,1.888,0,0
201647,2023Q3,1.211,T1,25-39,Compact,Major,C,9441,0.542,3,0
201648,2023Q3,0.768,T3,40-64,Midsize,Major,C,9019,3.143,3,0
201649,2023Q3,1.383,T2,65+,Midsize,Minor,C,5578,3.21,1,0
201650,2023Q3,0.643,T5,<25,Pickup,Minor,B,16597,3.636,1,0
201651,2023Q1,1.028,T2,65+,SUV,None,B,9133,2.821,0,1
201652,2023Q2,1.191,T4,25-39,Midsize,Minor,A,11227,4.45,1,0
201653,2023Q2,0.645,T4,40-64,Pickup,None,A,14162,4.68,0,0
201654,2023Q3,1.223,T1,40-64,Compact,None,B,7851,3.805,0,0
201655,2023Q4,1.398,T5,40-64,Compact,Major,D,8934,2.422,3,1
201656,2023Q2,1.235,T3,40-64,SUV,None,D,12082,2.037,0,0
201657,2023Q4,0.84,T4,40-64,Pickup,Minor,B,11228,4.491,1,1
201658,2023Q4,0.788,T2,25-39,Pickup,None,B,7512,2.904,0,0
201659,2023Q4,0.51,T3,<25,Compact,None,C,7903,2.625,0,1
201660,2023Q2,1.2,T2,25-39,SUV,None,C,11630,3.762,0,1
201661,2024Q1,1.473,T5,40-64,Pickup,Major,C,12206,4.962,3,0
201662,2023Q2,1.352,T3,40-64,SUV,Minor,C,5032,4.25,1,0
201663,2024Q1,0.615,T4,65+,Compact,None,C,13767,1.844,0,1
201664,2024Q1,1.342,T5,25-39,Pickup,None,B,8951,4.533,0,1
201665,2023Q1,1.107,T2,65+,SUV,None,B,11488,4.177,0,0
201666,2023Q4,0.594,T1,25-39,Compact,Minor,A,9420,0.975,1,0
201667,2023Q4,1.159,T2,40-64,Compact,Minor,A,9085,3.662,1,0
201668,2023Q3,0.566,T2,<25,SUV,None,C,14616,1.654,0,0
201669,2023Q1,0.527,T4,25-39,Pickup,None,C,10543,3.073,0,1
201670,2024Q1,1.23,T2,40-64,Pickup,None,B,9310,1.445,0,0
201671,2024Q1,1.318,T3,<25,SUV,None,C,11932,1.311,0,0
201672,2023Q4,0.858,T2,65+,Midsize,None,A,12945,2.261,0,1
201673,2023Q2,0.622,T2,40-64,SUV,None,B,11157,1.273,0,0
201674,2023Q4,0.933,T4,65+,Pickup,None,B,12025,1.517,0,0
201675,2024Q1,1.069,T1,<25,Pickup,None,C,8003,1.296,0,0
201676,2023Q4,1.055,T5,65+,Midsize,Minor,D,9839,4.349,1,0
201677,2023Q2,1.21,T2,25-39,SUV,None,A,11594,3.655,0,0
201678,2023Q4,1.35,T1,25-39,SUV,None,C,11803,3.097,0,1
201679,2024Q1,1.475,T5,40-64,Midsize,Minor,D,15393,2.222,1,0
201680,2023Q3,0.973,T3,40-64,Pickup,Major,D,9465,1.69,3,0
201681,2024Q1,0.803,T2,65+,SUV,None,A,6677,4.757,0,0
201682,2023Q4,0.817,T4,25-39,Compact,None,C,11612,3.868,0,0
201683,2023Q3,0.71,T4,65+,Midsize,Minor,D,5691,4.956,1,0
201684,2024Q1,1.143,T4,<25,Pickup,None,A,14058,3.361,0,0
201685,2023Q2,0.926,T3,<25,SUV,None,B,9489,3.999,0,0
201686,2023Q2,1.172,T5,<25,Midsize,None,C,9908,0.887,0,0
201687,2024Q1,0.711,T2,40-64,Midsize,None,B,4828,3.724,0,1
201688,2023Q2,1.128,T2,65+,Pickup,None,A,8893,0.974,0,0
201689,2023Q3,1.385,T4,40-64,Compact,Minor,B,10416,2.38,1,0
201690,2023Q1,1.347,T2,65+,Compact,None,D,8422,0.434,0,0
201691,2024Q1,1.478,T2,65+,Pickup,None,B,13236,3.787,0,0
201692,2023Q4,0.979,T4,25-39,Pickup,None,B,4972,3.44,0,0
201693,2024Q1,0.642,T5,<25,Pickup,None,C,14407,0.447,0,1
201694,2024Q1,0.757,T1,25-39,Compact,None,D,17578,1.357,0,0
201695,2023Q2,1.314,T3,40-64,Compact,None,C,6082,4.824,0,1
201696,2023Q2,0.935,T4,40-64,Pickup,Minor,C,20452,3.883,1,0
201697,2023Q4,1.21,T4,65+,Midsize,None,D,11857,4.496,0,0
201698,2023Q3,1.192,T1,40-64,Compact,None,A,8011,3.735,0,0
201699,2023Q3,1.178,T2,<25,SUV,None,B,13624,3.972,0,1
201700,2024Q1,0.529,T1,40-64,Compact,None,B,11347,4.512,0,0
201701,2023Q2,1.177,T4,25-39,SUV,None,D,6812,3.979,0,0
201702,2023Q3,1.121,T1,65+,Compact,Major,B,14031,4.785,3,0
201703,2023Q1,0.782,T3,65+,Pickup,None,C,10453,1.861,0,0
201704,2023Q2,0.522,T4,40-64,Pickup,None,B,17582,4.953,0,1
201705,2023Q3,0.891,T4,40-64,SUV,Minor,A,13561,4.978,1,0
201706,2023Q2,1.039,T2,40-64,SUV,None,D,13989,1.248,0,0
201707,2023Q3,1.246,T1,65+,Compact,Minor,D,12526,1.594,1,1
201708,2023Q2,1.351,T5,<25,Pickup,Minor,A,13884,3.454,1,1
201709,2024Q1,1.43,T1,65+,Compact,Minor,D,11755,4.857,1,0
201710,2023Q3,0.724,T4,<25,Pickup,None,C,12345,0.913,0,0
201711,2023Q3,0.716,T1,40-64,Midsize,None,B,10023,2.155,0,0
201712,2023Q2,0.957,T5,65+,Compact,None,A,12733,0.54,0,0
201713,2024Q1,0.81,T1,65+,Compact,None,B,18016,3.557,0,0
201714,2024Q1,0.611,T2,25-39,SUV,Minor,C,11675,0.863,1,0
201715,2023Q4,1.467,T5,25-39,Midsize,Minor,C,10092,3.334,1,0
201716,2023Q4,1.186,T4,65+,SUV,None,B,8371,0.659,0,1
201717,2023Q1,1.23,T1,25-39,Pickup,None,A,15313,3.789,0,1
201718,2023Q4,1.28,T3,40-64,SUV,None,B,18432,2.788,0,1
201719,2023Q3,0.604,T3,25-39,Midsize,None,B,10832,3.894,0,0
201720,2023Q2,1.386,T2,25-39,Midsize,None,B,11384,4.541,0,0
201721,2023Q1,1.151,T3,<25,Midsize,Minor,A,10556,2.31,1,0
201722,2023Q4,0.712,T3,40-64,Compact,Major,D,11729,1.906,3,1
201723,2023Q4,0.959,T4,40-64,Compact,Minor,C,14787,3.265,1,0
201724,2023Q1,0.814,T1,25-39,Midsize,Minor,B,10053,2.409,1,0
201725,2023Q4,1.435,T2,40-64,Midsize,None,A,11103,2.857,0,1
201726,2023Q4,0.991,T4,<25,Pickup,Minor,D,16281,3.327,1,0
201727,2023Q4,1.413,T5,40-64,Pickup,None,B,14597,1.834,0,0
201728,2023Q1,0.81,T5,65+,Midsize,Major,C,9367,3.326,3,1
201729,2023Q3,1.394,T1,65+,Pickup,None,D,12509,2.745,0,0
201730,2023Q1,1.239,T4,25-39,Midsize,None,C,8871,3.206,0,0
201731,2023Q1,1.425,T1,65+,Midsize,None,C,13561,4.249,0,0
201732,2023Q4,0.733,T4,65+,Pickup,None,A,11874,2.645,0,1
201733,2023Q3,0.828,T2,65+,Compact,None,C,8863,2.8,0,0
201734,2023Q2,1.404,T5,<25,Compact,None,B,9668,4.236,0,0
201735,2024Q1,0.513,T1,<25,Pickup,None,B,13682,2.845,0,1
201736,2023Q2,0.625,T5,<25,Pickup,Minor,C,7619,0.881,1,0
201737,2023Q4,0.546,T1,25-39,Midsize,Minor,C,8067,4.386,1,1
201738,2023Q2,1.295,T5,65+,Pickup,Major,C,8535,0.4,3,0
201739,2023Q3,1.473,T5,65+,Pickup,None,C,12283,3.893,0,0
201740,2023Q3,1.219,T3,65+,Compact,None,A,11544,0.94,0,0
201741,2023Q4,1.421,T4,40-64,Midsize,Major,C,14338,0.736,3,1
201742,2023Q3,1.423,T1,<25,Midsize,None,A,8813,3.792,0,0
201743,2023Q4,1.196,T4,65+,SUV,None,C,12449,1.365,0,0
201744,2023Q4,1.111,T2,40-64,Pickup,None,D,11609,3.187,0,2
201745,2023Q1,0.862,T2,25-39,Pickup,Major,A,13113,0.624,3,0
201746,2023Q2,0.99,T4,65+,Midsize,None,B,8968,0.792,0,0
201747,2023Q1,1.015,T5,40-64,Midsize,None,A,10626,2.555,0,0
201748,2023Q4,1.448,T5,<25,Midsize,Minor,B,12527,3.617,1,0
201749,2024Q1,0.528,T2,65+,Pickup,None,A,9909,4.958,0,0
201750,2024Q1,1.391,T2,40-64,Midsize,None,C,13300,1.348,0,0
201751,2023Q4,0.656,T5,<25,Pickup,Major,D,7210,1.846,3,0
201752,2024Q1,1.208,T1,65+,SUV,Major,B,13197,0.456,3,0
201753,2023Q2,1.058,T2,40-64,Midsize,None,B,9735,4.071,0,0
201754,2023Q1,0.53,T2,25-39,Compact,None,C,12093,3.841,0,0
201755,2023Q2,0.589,T5,<25,Pickup,None,A,19811,4.488,0,1
201756,2023Q3,0.68,T4,25-39,Midsize,None,B,4317,0.664,0,0
201757,2023Q1,0.852,T4,65+,SUV,None,A,10662,2.187,0,0
201758,2023Q1,0.527,T2,25-39,Midsize,None,C,13566,1.11,0,0
201759,2023Q2,0.88,T3,65+,Pickup,None,B,15532,3.541,0,0
